YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE_NAME,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,is_cancelled,is_delayed
2015,3,20,5,WN,867,OAK,SNA,1420,8.0,371,1540,3.0,0,0,,,,,,,Southwest Airlines Co.,Oakland International Airport,Oakland,CA,37.72129,-122.22072,False,False
2015,3,10,2,WN,873,BWI,CMH,1015,64.0,337,1135,58.0,0,0,,0.0,0.0,57.0,1.0,0.0,Southwest Airlines Co.,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,False,True
2015,2,18,3,NK,706,DTW,LAX,1804,4.0,1979,2017,-21.0,0,0,,,,,,,Spirit Air Lines,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,2,12,4,DL,2344,ATL,CHA,1153,0.0,106,1241,-13.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,2,12,4,UA,1411,BWI,IAH,1748,42.0,1235,2022,26.0,0,0,,0.0,0.0,4.0,22.0,0.0,United Air Lines Inc.,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,False,True
2015,2,11,3,DL,1486,ATL,LFT,1000,-2.0,503,1050,-4.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,2,7,6,US,1850,PHL,MCO,650,-1.0,861,930,-25.0,0,0,,,,,,,US Airways Inc.,Philadelphia International Airport,Philadelphia,PA,39.87195,-75.24114,False,False
2015,2,4,3,NK,711,LGA,DTW,1645,-3.0,502,1854,18.0,0,0,,18.0,0.0,0.0,0.0,0.0,Spirit Air Lines,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,False,True
2015,1,18,7,B6,282,HOU,JFK,1115,-17.0,1428,1530,-1.0,0,0,,,,,,,JetBlue Airways,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,False,False
2015,2,7,6,WN,4087,SAN,PHX,700,-6.0,304,920,-13.0,0,0,,,,,,,Southwest Airlines Co.,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,False,False
2015,2,16,1,UA,1706,ITO,LAX,2204,7.0,2449,512,6.0,0,0,,,,,,,United Air Lines Inc.,Hilo International Airport,Hilo,HI,19.72026,-155.04847,False,False
2015,3,7,6,OO,5326,SFO,SBP,1620,-6.0,190,1727,-4.0,0,0,,,,,,,Skywest Airlines Inc.,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,1,30,5,HA,396,HNL,OGG,1225,1.0,100,1304,9.0,0,0,,,,,,,Hawaiian Airlines Inc.,Honolulu International Airport,Honolulu,HI,21.31869,-157.92241,False,False
2015,1,2,5,AA,312,MIA,JFK,2000,-3.0,1089,2255,-5.0,0,0,,,,,,,American Airlines Inc.,Miami International Airport,Miami,FL,25.79325,-80.29056,False,False
2015,1,28,3,OO,2612,LAX,SLC,1215,-8.0,590,1502,-13.0,0,0,,,,,,,Skywest Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,2,15,7,DL,2566,SFO,MSP,630,3.0,1589,1210,-12.0,0,0,,,,,,,Delta Air Lines Inc.,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,1,30,5,WN,991,PHX,BOI,1450,50.0,735,1700,31.0,0,0,,0.0,0.0,0.0,31.0,0.0,Southwest Airlines Co.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,True
2015,2,23,1,WN,2676,FLL,ISP,950,0.0,1092,1235,-9.0,0,0,,,,,,,Southwest Airlines Co.,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,26.07258,-80.15275,False,False
2015,1,5,1,WN,1638,MDW,FLL,2045,101.0,1166,40,184.0,0,0,,83.0,0.0,0.0,79.0,22.0,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,False,True
2015,3,15,7,UA,865,ORD,LAX,1200,-2.0,1744,1438,-44.0,0,0,,,,,,,United Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,1,5,1,AA,1294,MIA,IAH,1400,1.0,964,1557,-6.0,0,0,,,,,,,American Airlines Inc.,Miami International Airport,Miami,FL,25.79325,-80.29056,False,False
2015,1,30,5,EV,5169,MDW,MSP,1259,106.0,349,1430,102.0,0,0,,0.0,0.0,0.0,102.0,0.0,Atlantic Southeast Airlines,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,False,True
2015,3,22,7,MQ,3322,ABI,DFW,805,-13.0,158,905,0.0,0,0,,,,,,,American Eagle Airlines Inc.,Abilene Regional Airport,Abilene,TX,32.41132,-99.6819,False,False
2015,3,19,4,DL,1145,LAS,ATL,941,-5.0,1747,1632,-21.0,0,0,,,,,,,Delta Air Lines Inc.,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,1,24,6,EV,4750,CLE,ORD,1350,-6.0,315,1425,-25.0,0,0,,,,,,,Atlantic Southeast Airlines,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,False,False
2015,2,8,7,DL,1591,ALB,DTW,558,-6.0,489,755,11.0,0,0,,,,,,,Delta Air Lines Inc.,Albany International Airport,Albany,NY,42.74812,-73.80298,False,False
2015,2,23,1,AA,208,LAX,MIA,900,4.0,2342,1648,-16.0,0,0,,,,,,,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,2,6,5,AA,2228,MIA,STT,1220,43.0,1107,1553,37.0,0,0,,0.0,0.0,37.0,0.0,0.0,American Airlines Inc.,Miami International Airport,Miami,FL,25.79325,-80.29056,False,True
2015,2,24,2,WN,43,AMA,DAL,1520,67.0,323,1625,61.0,0,0,,0.0,0.0,0.0,61.0,0.0,Southwest Airlines Co.,Rick Husband Amarillo International Airport,Amarillo,TX,35.21937,-101.70593,False,True
2015,2,28,6,DL,2292,PHX,MSP,1018,3.0,1276,1429,-18.0,0,0,,,,,,,Delta Air Lines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,False
2015,1,23,5,EV,5527,ATL,BQK,1454,2.0,238,1559,-4.0,0,0,,,,,,,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,3,30,1,DL,2261,DAL,ATL,1008,6.0,721,1311,-1.0,0,0,,,,,,,Delta Air Lines Inc.,Dallas Love Field,Dallas,TX,32.84711,-96.85177,False,False
2015,3,5,4,AA,1464,DFW,TUL,2055,110.0,237,2154,102.0,0,0,,0.0,0.0,102.0,0.0,0.0,American Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,True
2015,2,4,3,AS,748,SEA,STL,1145,2.0,1709,1729,2.0,0,0,,,,,,,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,False,False
2015,1,18,7,OO,6310,LAX,PSP,1611,-2.0,110,1706,-1.0,0,0,,,,,,,Skywest Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,3,17,2,MQ,3410,DFW,BHM,845,-4.0,597,1022,3.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,3,5,4,DL,2066,MSP,LAS,2135,40.0,1299,2258,9.0,0,0,,,,,,,Delta Air Lines Inc.,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,False,False
2015,1,3,6,HA,535,OGG,HNL,1119,-5.0,100,1155,11.0,0,0,,,,,,,Hawaiian Airlines Inc.,Kahului Airport,Kahului,HI,20.89865,-156.43046,False,False
2015,2,20,5,DL,1228,JAN,ATL,1308,48.0,341,1535,39.0,0,0,,0.0,0.0,0.0,39.0,0.0,Delta Air Lines Inc.,Jackson-Evers International Airport,Jackson,MS,32.31117,-90.07589,False,True
2015,2,16,1,EV,4543,BHM,IAH,1614,-8.0,562,1809,-2.0,0,0,,,,,,,Atlantic Southeast Airlines,Birmingham-Shuttlesworth International Airport,Birmingham,AL,33.56294,-86.75355,False,False
2015,2,5,4,EV,5389,ROC,LGA,1742,43.0,254,1906,44.0,0,0,,1.0,0.0,24.0,19.0,0.0,Atlantic Southeast Airlines,Greater Rochester International Airport,Rochester,NY,43.11887,-77.67238,False,True
2015,3,26,4,DL,1318,ATL,IND,1705,-1.0,432,1841,-12.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,3,31,2,DL,930,LGA,ATL,2100,6.0,762,2336,-16.0,0,0,,,,,,,Delta Air Lines Inc.,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,False,False
2015,1,22,4,WN,795,BWI,GRR,1030,-7.0,528,1220,-10.0,0,0,,,,,,,Southwest Airlines Co.,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,False,False
2015,1,29,4,WN,23,MDW,DCA,535,-3.0,601,825,-19.0,0,0,,,,,,,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,False,False
2015,1,18,7,US,1750,IND,CLT,1530,-3.0,427,1705,-11.0,0,0,,,,,,,US Airways Inc.,Indianapolis International Airport,Indianapolis,IN,39.71733,-86.29438,False,False
2015,3,22,7,DL,969,TPA,ATL,830,-1.0,406,1011,2.0,0,0,,,,,,,Delta Air Lines Inc.,Tampa International Airport,Tampa,FL,27.97547,-82.53325,False,False
2015,1,19,1,WN,4278,BOI,DEN,735,-4.0,649,925,-9.0,0,0,,,,,,,Southwest Airlines Co.,Boise Airport (Boise Air Terminal),Boise,ID,43.56444,-116.22278,False,False
2015,2,25,3,DL,1457,CLT,ATL,815,-3.0,226,937,-9.0,0,0,,,,,,,Delta Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,False,False
2015,1,7,3,US,1806,ORD,CLT,1355,40.0,599,1650,36.0,0,0,,0.0,0.0,29.0,7.0,0.0,US Airways Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,True
2015,2,28,6,EV,6093,ORD,CRW,1945,-4.0,416,2213,-7.0,0,0,,,,,,,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,2,12,4,WN,437,SNA,LAS,1610,13.0,226,1715,5.0,0,0,,,,,,,Southwest Airlines Co.,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,False,False
2015,2,27,5,WN,2236,HOU,MAF,1040,45.0,441,1210,46.0,0,0,,1.0,0.0,0.0,0.0,45.0,Southwest Airlines Co.,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,False,True
2015,1,26,1,MQ,3175,DFW,AMA,800,-3.0,312,912,-6.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,3,11,3,NK,696,LAS,BWI,2339,2.0,2106,700,8.0,0,0,,,,,,,Spirit Air Lines,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,3,5,4,WN,3214,RNO,LAS,610,0.0,345,725,-2.0,0,0,,,,,,,Southwest Airlines Co.,Reno/Tahoe International Airport,Reno,NV,39.49858,-119.76806,False,False
2015,1,24,6,MQ,3431,COU,DFW,644,5.0,489,850,-13.0,0,0,,,,,,,American Eagle Airlines Inc.,Columbia Regional Airport,Columbia,MO,38.81809,-92.21963,False,False
2015,3,26,4,MQ,2905,MQT,ORD,812,-8.0,303,900,21.0,0,0,,21.0,0.0,0.0,0.0,0.0,American Eagle Airlines Inc.,Sawyer International Airport,Marquette,MI,46.35364,-87.39536,False,True
2015,2,23,1,DL,1946,ATL,CLE,1620,14.0,554,1805,8.0,0,0,,,,,,,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,2,1,7,OO,4702,SMF,LAX,1540,-4.0,373,1705,-6.0,0,0,,,,,,,Skywest Airlines Inc.,Sacramento International Airport,Sacramento,CA,38.69542,-121.59077,False,False
2015,2,28,6,WN,3428,PIT,MCO,715,-5.0,834,950,-7.0,0,0,,,,,,,Southwest Airlines Co.,Pittsburgh International Airport,Pittsburgh,PA,40.49147,-80.23287,False,False
2015,3,1,7,MQ,3138,ORD,LIT,820,-4.0,552,1016,-8.0,0,0,,,,,,,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,1,20,2,EV,5998,ORD,LIT,1635,6.0,552,1831,4.0,0,0,,,,,,,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,1,14,3,OO,4605,DTW,MKE,1950,-3.0,237,2015,-20.0,0,0,,,,,,,Skywest Airlines Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,2,11,3,DL,1448,DTW,LGA,2155,0.0,502,2342,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,Delta Air Lines Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,True
2015,1,3,6,HA,116,HNL,OGG,800,-4.0,100,837,-1.0,0,0,,,,,,,Hawaiian Airlines Inc.,Honolulu International Airport,Honolulu,HI,21.31869,-157.92241,False,False
2015,1,31,6,EV,4578,DEN,BHM,1040,3.0,1083,1418,0.0,0,0,,,,,,,Atlantic Southeast Airlines,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,3,9,1,DL,2064,SDF,ATL,1810,-6.0,321,1947,-31.0,0,0,,,,,,,Delta Air Lines Inc.,Louisville International Airport (Standiford Field),Louisville,KY,38.17439,-85.736,False,False
2015,1,30,5,WN,493,MDW,BWI,2000,8.0,611,2245,-3.0,0,0,,,,,,,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,False,False
2015,3,25,3,AA,1624,PHX,DFW,620,-9.0,868,1035,-3.0,0,0,,,,,,,American Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,False
2015,3,12,4,UA,559,ORD,CLE,600,0.0,315,820,-8.0,0,0,,,,,,,United Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,1,30,5,US,1747,MSY,CLT,1615,-2.0,651,1901,-6.0,0,0,,,,,,,US Airways Inc.,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,False,False
2015,2,4,3,WN,45,DAL,HOU,1730,11.0,239,1835,2.0,0,0,,,,,,,Southwest Airlines Co.,Dallas Love Field,Dallas,TX,32.84711,-96.85177,False,False
2015,2,10,2,WN,136,MKE,MCI,755,-1.0,436,945,-28.0,0,0,,,,,,,Southwest Airlines Co.,General Mitchell International Airport,Milwaukee,WI,42.94722,-87.89658,False,False
2015,2,25,3,DL,2210,HNL,SEA,1335,-1.0,2677,2124,1.0,0,0,,,,,,,Delta Air Lines Inc.,Honolulu International Airport,Honolulu,HI,21.31869,-157.92241,False,False
2015,3,29,7,AA,29,OKC,DFW,700,-2.0,175,805,6.0,0,0,,,,,,,American Airlines Inc.,Will Rogers World Airport,Oklahoma City,OK,35.39309,-97.60073,False,False
2015,1,15,4,VX,352,SFO,BOS,930,8.0,2704,1805,56.0,0,0,,56.0,0.0,0.0,0.0,0.0,Virgin America,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,True
2015,3,31,2,DL,1996,MSP,LGA,711,-1.0,1020,1054,-23.0,0,0,,,,,,,Delta Air Lines Inc.,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,False,False
2015,1,6,2,OO,4738,SEA,SJC,700,-5.0,697,905,-5.0,0,0,,,,,,,Skywest Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,False,False
2015,1,29,4,MQ,2980,DFW,OKC,1810,-4.0,175,1903,-6.0,0,0,,,,,,,American Eagle Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,False,False
2015,2,11,3,EV,6138,GSO,IAD,1915,-9.0,239,2024,-10.0,0,0,,,,,,,Atlantic Southeast Airlines,Piedmont Triad International Airport,Greensboro,NC,36.09775,-79.9373,False,False
2015,2,3,2,OO,4848,SLC,DEN,640,-4.0,391,817,-24.0,0,0,,,,,,,Skywest Airlines Inc.,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,False,False
2015,2,18,3,WN,2702,OAK,SEA,900,-1.0,671,1100,-21.0,0,0,,,,,,,Southwest Airlines Co.,Oakland International Airport,Oakland,CA,37.72129,-122.22072,False,False
2015,3,30,1,WN,3399,LAS,LAX,540,6.0,236,650,7.0,0,0,,,,,,,Southwest Airlines Co.,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,False,False
2015,2,23,1,OO,5528,RNO,SFO,2040,9.0,192,2145,4.0,0,0,,,,,,,Skywest Airlines Inc.,Reno/Tahoe International Airport,Reno,NV,39.49858,-119.76806,False,False
2015,3,7,6,MQ,3581,MIA,TLH,1647,-2.0,402,1820,-8.0,0,0,,,,,,,American Eagle Airlines Inc.,Miami International Airport,Miami,FL,25.79325,-80.29056,False,False
2015,3,21,6,UA,1111,PDX,IAH,2359,-4.0,1825,602,-16.0,0,0,,,,,,,United Air Lines Inc.,Portland International Airport,Portland,OR,45.58872,-122.5975,False,False
2015,3,15,7,WN,4224,OAK,LAS,1235,85.0,407,1400,81.0,0,0,,0.0,0.0,81.0,0.0,0.0,Southwest Airlines Co.,Oakland International Airport,Oakland,CA,37.72129,-122.22072,False,True
2015,3,14,6,US,618,PHX,BWI,1615,12.0,1999,2323,24.0,0,0,,12.0,12.0,0.0,0.0,0.0,US Airways Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,True
2015,1,23,5,EV,4267,CLE,MKE,1835,-5.0,328,1900,-16.0,0,0,,,,,,,Atlantic Southeast Airlines,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,False,False
2015,3,26,4,B6,1480,FLL,DCA,935,-6.0,899,1200,-14.0,0,0,,,,,,,JetBlue Airways,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,26.07258,-80.15275,False,False
2015,1,3,6,WN,379,HOU,TUL,1500,42.0,453,1620,37.0,0,0,,0.0,0.0,0.0,37.0,0.0,Southwest Airlines Co.,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,False,True
2015,2,22,7,WN,527,HOU,MDW,1110,-6.0,937,1335,-22.0,0,0,,,,,,,Southwest Airlines Co.,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,False,False
2015,1,26,1,AS,381,SFO,PDX,1255,-5.0,550,1433,-17.0,0,0,,,,,,,Alaska Airlines Inc.,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,False,False
2015,1,19,1,EV,5498,MYR,ATL,1445,-10.0,317,1605,-11.0,0,0,,,,,,,Atlantic Southeast Airlines,Myrtle Beach International Airport,Myrtle Beach,SC,33.67975,-78.92833,False,False
2015,3,12,4,OO,2759,PHX,FAT,1959,-7.0,493,2139,-3.0,0,0,,,,,,,Skywest Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,False,False
2015,1,11,7,EV,4992,ATL,BQK,1108,-4.0,238,1219,-6.0,0,0,,,,,,,Atlantic Southeast Airlines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,False
2015,1,19,1,MQ,2987,SYR,ORD,615,-11.0,607,755,-28.0,0,0,,,,,,,American Eagle Airlines Inc.,Syracuse Hancock International Airport,Syracuse,NY,43.11119,-76.10631,False,False
2015,3,6,5,UA,1489,DEN,IAH,1445,-2.0,862,1758,-9.0,0,0,,,,,,,United Air Lines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,3,28,6,B6,2051,BOS,MCO,2100,47.0,1121,4,69.0,0,0,,22.0,0.0,47.0,0.0,0.0,JetBlue Airways,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,False,True
2015,1,3,6,AA,166,STL,DFW,1445,14.0,550,1640,25.0,0,0,,11.0,0.0,0.0,14.0,0.0,American Airlines Inc.,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,False,True
2015,1,14,3,WN,448,STL,OMA,840,-1.0,342,955,-10.0,0,0,,,,,,,Southwest Airlines Co.,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,False,False
2015,3,19,4,B6,940,SRQ,BOS,1355,-2.0,1220,1656,-4.0,0,0,,,,,,,JetBlue Airways,Sarasota-Bradenton International Airport,Sarasota,FL,27.39533,-82.55411,False,False
2015,1,5,1,DL,2149,DEN,MSP,1547,-1.0,680,1850,-6.0,0,0,,,,,,,Delta Air Lines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,False
2015,1,1,4,US,834,PHL,SAT,1750,31.0,1496,2107,62.0,0,0,,31.0,0.0,31.0,0.0,0.0,US Airways Inc.,Philadelphia International Airport,Philadelphia,PA,39.87195,-75.24114,False,True
2015,1,1,4,EV,4512,ORD,HPN,1334,36.0,738,1640,19.0,0,0,,19.0,0.0,0.0,0.0,0.0,Atlantic Southeast Airlines,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,True
2015,3,6,5,EV,4489,ECP,IAH,1430,-10.0,572,1631,-7.0,0,0,,,,,,,Atlantic Southeast Airlines,Northwest Florida Beaches International Airport,Panama City,FL,,,False,False
2015,1,27,2,OO,4779,DIK,MSP,520,-5.0,481,813,-25.0,0,0,,,,,,,Skywest Airlines Inc.,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,46.79739,-102.80195,False,False
2015,1,18,7,MQ,3087,XNA,ORD,1720,-3.0,522,1909,6.0,0,0,,,,,,,American Eagle Airlines Inc.,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,36.28187,-94.30681,False,False
2015,1,3,6,AA,394,ORD,LGA,635,5.0,733,935,1.0,0,0,,,,,,,American Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,False
2015,3,31,2,DL,1559,LAX,HNL,1450,-1.0,2556,1748,-2.0,0,0,,,,,,,Delta Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,1,26,1,OO,5390,DEN,GCC,1105,50.0,313,1245,34.0,0,0,,0.0,0.0,26.0,8.0,0.0,Skywest Airlines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,True
2015,1,12,1,F9,1261,TPA,ORD,1745,53.0,1012,1935,66.0,0,0,,34.0,0.0,6.0,26.0,0.0,Frontier Airlines Inc.,Tampa International Airport,Tampa,FL,27.97547,-82.53325,False,True
2015,3,5,4,UA,592,BOI,DEN,1355,-1.0,649,1548,-13.0,0,0,,,,,,,United Air Lines Inc.,Boise Airport (Boise Air Terminal),Boise,ID,43.56444,-116.22278,False,False
2015,2,23,1,WN,3834,CLT,BWI,755,19.0,361,930,13.0,0,0,,,,,,,Southwest Airlines Co.,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,False,False
2015,2,17,2,UA,1244,LAX,EWR,1024,-3.0,2454,1840,-7.0,0,0,,,,,,,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,False,False
2015,3,31,2,OO,2784,PSP,PHX,1510,9.0,261,1615,11.0,0,0,,,,,,,Skywest Airlines Inc.,Palm Springs International Airport,Palm Springs,CA,33.82922,-116.50625,False,False
2015,2,22,7,F9,424,DEN,ATL,835,-1.0,1199,1319,21.0,0,0,,21.0,0.0,0.0,0.0,0.0,Frontier Airlines Inc.,Denver International Airport,Denver,CO,39.85841,-104.667,False,True
2015,2,17,2,B6,932,HOU,BOS,1810,44.0,1609,2241,9.0,0,0,,,,,,,JetBlue Airways,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,False,False
2015,1,4,7,DL,1778,MEM,ATL,1727,66.0,332,1954,52.0,0,0,,0.0,0.0,0.0,52.0,0.0,Delta Air Lines Inc.,Memphis International Airport,Memphis,TN,35.04242,-89.97667,False,True
2015,3,27,5,EV,4870,DTW,BNA,1215,21.0,456,1255,18.0,0,0,,0.0,0.0,11.0,7.0,0.0,Atlantic Southeast Airlines,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,True
2015,1,4,7,MQ,3033,ORD,SGF,1855,187.0,438,2038,206.0,0,0,,19.0,0.0,0.0,51.0,136.0,American Eagle Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,False,True
2015,3,24,2,DL,2144,DTW,DCA,1725,-5.0,405,1849,-11.0,0,0,,,,,,,Delta Air Lines Inc.,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,False,False
2015,1,21,3,WN,965,MCO,SJU,945,0.0,1189,1325,-7.0,0,0,,,,,,,Southwest Airlines Co.,Orlando International Airport,Orlando,FL,28.42889,-81.31603,False,False
2015,3,27,5,WN,352,IND,DCA,1725,45.0,500,1855,36.0,0,0,,0.0,0.0,0.0,36.0,0.0,Southwest Airlines Co.,Indianapolis International Airport,Indianapolis,IN,39.71733,-86.29438,False,True
2015,3,23,1,WN,303,MDW,BHM,1655,157.0,570,1835,154.0,0,0,,0.0,0.0,0.0,3.0,151.0,Southwest Airlines Co.,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,False,True
2015,1,13,2,DL,2173,ATL,MIA,1110,-2.0,594,1310,19.0,0,0,,19.0,0.0,0.0,0.0,0.0,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,False,True
2015,1,19,1,OO,4459,SJC,SLC,615,-1.0,584,912,-4.0,0,0,,,,,,,Skywest Airlines Inc.,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,False,False
2015,2,3,2,WN,2880,ONT,SMF,1555,0.0,390,1710,-5.0,0,0,,,,,,,Southwest Airlines Co.,Ontario International Airport,Ontario,CA,34.056,-117.60119,False,False
2015,3,21,6,AA,1301,MSP,DFW,819,-8.0,852,1100,-4.0,0,0,,,,,,,American Airlines Inc.,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,False,False
2015,2,19,4,DL,2447,LGA,ATL,1659,40.0,762,1958,10.0,0,0,,,,,,,Delta Air Lines Inc.,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,False,False
2015,3,17,2,B6,861,BOS,SJU,1350,11.0,1674,1745,1.0,0,0,,,,,,,JetBlue Airways,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,False,False
2015,3,9,1,MQ,3167,BNA,LGA,555,2.0,764,912,-4.0,0,0,,,,,,,American Eagle Airlines Inc.,Nashville International Airport,Nashville,TN,36.12448,-86.67818,False,False
